start_date,end_date,current_flag,dataset_row_id,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude
54:18.6,,TRUE,2822850,9720523,HX370324,8/2/14 0:17,083XX S BAKER AVE,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,424,4,7,46,18,1198162,1849918,2014,8/9/14 12:36,41.74300954,-87.54949913
54:18.6,,TRUE,2823337,9741052,HX391559,8/17/14 17:00,018XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,1223,12,27,28,14,1164050,1900761,2014,8/24/14 12:37,41.88331329,-87.67305506
54:18.6,,TRUE,2824823,9739938,HX386475,8/13/14 19:38,017XX W OHIO ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1215,12,1,24,26,1164382,1904099,2014,8/20/14 12:42,41.89246601,-87.67174143
54:18.6,,TRUE,23057,9724531,HX374610,8/5/14 6:00,049XX N MARINE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2024,20,48,3,08B,1169780,1933516,2014,8/12/14 12:35,41.97307168,-87.65105715
54:18.6,,TRUE,23250,9740460,HX390731,8/17/14 1:00,038XX N KEDZIE AVE,820,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,1733,17,33,16,6,1154337,1925158,2014,8/24/14 12:37,41.95046025,-87.70806877
54:18.6,,TRUE,23544,9720564,HX370406,8/2/14 1:45,056XX S KEDZIE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,822,8,14,63,14,1155965,1867247,2014,8/9/14 12:36,41.79151371,-87.70364596
54:18.6,,TRUE,24190,9728344,HX377835,8/7/14 10:00,001XX W GARFIELD BLVD,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,FALSE,FALSE,225,2,3,37,10,1176185,1868563,2014,8/14/14 12:38,41.79469462,-87.62946382
54:18.6,,TRUE,25009,9727386,HX377182,8/6/14 22:50,066XX S BISHOP ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,725,7,17,67,08B,1167764,1860910,2014,8/13/14 12:36,41.77387891,-87.66056304
54:18.6,,TRUE,25376,9726495,HX376114,8/5/14 14:00,034XX N SHEFFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1924,19,44,6,14,1169040,1922942,2014,8/12/14 12:35,41.94407239,-87.65408648
54:18.6,,TRUE,25798,9723861,HX373664,8/1/14 12:00,036XX W DOUGLAS BLVD,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1011,10,24,29,6,1152007,1893246,2014,8/8/14 12:34,41.86293705,-87.71747592
54:18.6,,TRUE,25809,9740073,HX390281,8/16/14 17:00,005XX E 79TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,624,6,6,44,26,1181490,1852714,2014,8/23/14 12:37,41.75108257,-87.61049912
54:18.6,,TRUE,26191,9730845,HX380581,8/9/14 0:01,051XX S WOODLAWN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,233,2,4,41,08B,1185064,1870979,2014,8/16/14 12:37,41.80112021,-87.59682913
54:18.6,,TRUE,26326,9741918,HX392356,8/17/14 23:00,081XX S COTTAGE GROVE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,631,6,8,44,7,1183013,1851181,2014,8/24/14 12:37,41.74684061,-87.6049657
54:18.6,,TRUE,26487,9729856,HX379451,8/8/14 7:00,014XX S HALSTED ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1232,12,25,28,6,1171215,1893595,2014,8/15/14 12:34,41.86349498,-87.64695529
54:18.6,,TRUE,28217,9724296,HX374506,8/5/14 1:21,012XX N WOOD ST,330,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,1424,14,1,24,3,1164214,1908230,2014,8/12/14 12:35,41.90380533,-87.67224152
54:18.6,,TRUE,29015,9720510,HX370296,8/1/14 23:20,046XX W MADISON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,1113,11,28,25,26,1145668,1899661,2014,8/8/14 12:34,41.88066302,-87.74058336
54:18.6,,TRUE,29108,9721792,HX371693,8/2/14 23:36,050XX W AGATITE AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1623,16,45,15,08B,1141934,1929156,2014,8/9/14 12:36,41.96167036,-87.75356224
54:18.6,,TRUE,29524,9738700,HX388544,8/15/14 12:20,048XX W ADAMS ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SIDEWALK,TRUE,FALSE,1533,15,28,25,26,1144229,1898855,2014,8/22/14 12:36,41.87847841,-87.74588756
54:18.6,,TRUE,29890,9728883,HX378467,8/7/14 12:00,015XX N WASHTENAW AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1423,14,26,24,5,1158094,1910224,2014,8/14/14 12:38,41.90940425,-87.69466723
54:18.6,,TRUE,30024,9735215,HX385367,8/13/14 4:35,024XX S WENTWORTH AVE,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,914,9,25,34,5,1175311,1888351,2014,8/20/14 12:42,41.84901423,-87.63207652
54:18.6,,TRUE,30025,9727280,HX377027,8/6/14 20:00,043XX W GLADYS AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1131,11,28,26,08B,1147382,1898039,2014,8/13/14 12:36,41.87617941,-87.73433121
54:18.6,,TRUE,30026,9719788,HX369481,8/1/14 12:10,048XX N FRANCISCO AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2031,20,40,4,08B,1156365,1932118,2014,8/8/14 12:34,41.96951807,-87.70042502
54:18.6,,TRUE,31190,9731908,HX381941,8/10/14 14:30,065XX S LOOMIS BLVD,454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,FALSE,FALSE,725,7,17,67,08B,1168076,1861509,2014,8/17/14 12:37,41.77551594,-87.6594021
54:18.6,,TRUE,31296,9740339,HX390612,8/16/14 20:45,048XX W KINZIE ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,SIDEWALK,TRUE,FALSE,1532,15,28,25,16,1143818,1902244,2014,8/23/14 12:37,41.88778594,-87.74731171
54:18.6,,TRUE,31366,9739772,HX389675,8/16/14 8:33,002XX N CICERO AVE,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,1113,11,28,25,6,1144380,1901051,2014,8/23/14 12:37,41.88450166,-87.74527787
54:18.6,,TRUE,32331,9735106,HX385264,8/12/14 22:20,054XX W MADISON ST,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1522,15,29,25,26,1140202,1899452,2014,8/19/14 12:37,41.88019134,-87.76065943
54:18.6,,TRUE,2825357,9742518,HX392860,8/16/14 12:00,058XX N HERMITAGE AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2012,20,40,77,6,1163785,1938794,2014,8/23/14 12:37,41.9876836,-87.67295236
54:18.6,,TRUE,2825661,9728527,HX378239,8/7/14 11:00,012XX E 54TH ST,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,234,2,4,41,6,1185334,1869883,2014,8/14/14 12:38,41.79810635,-87.59587344
54:18.6,,TRUE,2825790,9739218,HX389155,8/15/14 0:00,025XX N ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1932,19,32,7,14,1165276,1916982,2014,8/22/14 12:36,41.92779885,-87.66809119
54:18.6,,TRUE,2826800,9725709,HX375689,8/5/14 22:01,089XX S BRANDON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,424,4,10,46,04A,1198844,1846034,2014,8/12/14 12:35,41.73233448,-87.54713032
54:18.6,,TRUE,2827304,9728582,HX378329,8/7/14 20:28,063XX S DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,726,7,15,67,08B,1164070,1862796,2014,8/14/14 12:38,41.77913285,-87.67405152
54:18.6,,TRUE,2827402,9736306,HX385910,8/13/14 8:00,056XX W GRAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,2515,25,29,19,08B,1138409,1913608,2014,8/20/14 12:42,41.91906977,-87.76690003
54:18.6,,TRUE,2827417,9737949,HX387817,8/14/14 19:24,001XX N LEAMINGTON AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1532,15,28,25,18,1142067,1900449,2014,8/21/14 12:36,41.88289288,-87.75378655
54:18.6,,TRUE,2828052,9719941,HX369441,8/1/14 0:01,082XX S MUSKEGON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,423,4,7,46,7,1196554,1850917,2014,8/8/14 12:34,41.74579092,-87.55535768
54:18.6,,TRUE,2828276,9730586,HX380352,8/8/14 22:30,037XX W 84TH ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,834,8,18,70,6,1152824,1848655,2014,8/15/14 12:34,41.74055683,-87.71565307
54:18.6,,TRUE,2828333,9729978,HX379355,8/5/14 15:23,065XX W DIVERSEY AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,DEPARTMENT STORE,FALSE,FALSE,2512,25,36,19,10,1132343,1917856,2014,8/12/14 12:35,41.93083458,-87.78908855
54:18.6,,TRUE,2828357,9741890,HX391162,8/17/14 11:00,011XX N KEELER AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1111,11,37,23,08B,1148125,1907533,2014,8/24/14 12:37,41.90221772,-87.73135859
54:18.6,,TRUE,2830602,9721933,HX372018,8/3/14 8:00,012XX S KOMENSKY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1011,10,24,29,14,1149622,1893977,2014,8/10/14 12:34,41.86498961,-87.72621211
54:18.6,,TRUE,2830609,9721150,HX371034,8/2/14 14:10,008XX S COLUMBUS DR,2025,NARCOTICS,POSS: HALLUCINOGENS,PARK PROPERTY,TRUE,FALSE,114,1,2,32,18,1178338,1896681,2014,8/9/14 12:36,41.8718039,-87.6207135
54:18.6,,TRUE,2830769,9741553,HX392103,8/16/14 15:00,021XX E 95TH ST,820,THEFT,$500 AND UNDER,CONSTRUCTION SITE,FALSE,FALSE,431,4,7,51,6,1192029,1842352,2014,8/23/14 12:37,41.72239883,-87.57221538
54:18.6,,TRUE,2831197,9720894,HX370596,8/2/14 8:05,022XX W DIVISION ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,1212,12,32,24,24,1161141,1907902,2014,8/9/14 12:36,41.9029697,-87.6835385
54:18.6,,TRUE,2832178,9729647,HX379171,8/7/14 10:00,079XX S MICHIGAN AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,623,6,6,44,6,1178483,1852538,2014,8/14/14 12:38,41.7506684,-87.62152352
54:18.6,,TRUE,2832668,9729466,HX378929,8/8/14 10:25,007XX W 48TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,935,9,11,61,15,1172203,1873080,2014,8/15/14 12:34,41.80717828,-87.64393285
54:18.6,,TRUE,2832921,9733439,HX383654,8/10/14 18:00,018XX W THOMAS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1212,12,1,24,14,1163667,1907396,2014,8/17/14 12:37,41.90152832,-87.67427431
54:18.6,,TRUE,2833542,9732318,HX382404,8/10/14 21:54,028XX W IRVING PARK RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1724,17,33,16,08B,1156616,1926493,2014,8/17/14 12:37,41.95407765,-87.69965505
54:18.6,,TRUE,2833968,9733254,HX383108,8/11/14 13:30,009XX N PARKSIDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1511,15,29,25,08B,1138482,1905525,2014,8/18/14 12:38,41.89688775,-87.76682795
54:18.6,,TRUE,2834171,9721860,HX372015,8/2/14 13:00,005XX N WALLER AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1512,15,29,25,14,1138278,1903160,2014,8/9/14 12:36,41.89040158,-87.76763449
54:18.6,,TRUE,2834250,9731463,HX374519,8/5/14 17:00,009XX W BELMONT AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,FALSE,FALSE,1933,19,44,6,14,1169257,1921390,2014,8/12/14 12:35,41.93980892,-87.65333415
54:18.6,,TRUE,2834459,9733378,HX383398,8/11/14 15:50,050XX W ERIE ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,TRUE,1532,15,28,25,04A,1142456,1903887,2014,8/18/14 12:38,41.89231995,-87.75227262
54:18.6,,TRUE,2835504,9733263,HX382834,8/11/14 10:15,009XX N LAWLER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1531,15,37,25,08B,1142555,1905988,2014,8/18/14 12:38,41.8980835,-87.75185673
54:18.6,,TRUE,2835992,9719083,HX368973,8/1/14 3:30,027XX S SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1031,10,22,30,14,1150781,1885424,2014,8/8/14 12:34,41.84149657,-87.72218084
54:18.6,,TRUE,33164,9719703,HX369396,8/1/14 12:15,013XX W 76TH ST,850,THEFT,ATTEMPT THEFT,APARTMENT,FALSE,FALSE,612,6,17,71,6,1168837,1854363,2014,8/8/14 12:34,41.75588999,-87.65681839
54:18.6,,TRUE,33316,9739443,HX388030,8/14/14 19:30,051XX S DAMEN AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,932,9,16,61,08B,1163845,1870815,2014,8/21/14 12:36,41.80114273,-87.67465116
54:18.6,,TRUE,33694,9730519,HX379002,8/8/14 10:56,004XX E 46TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,221,2,3,38,08B,1180046,1874328,2014,8/15/14 12:34,41.81042666,-87.61512907
54:18.6,,TRUE,33758,9730512,HX380162,8/7/14 17:00,041XX W ADDISON ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1731,17,38,16,6,1147875,1923641,2014,8/14/14 12:38,41.94642439,-87.73186187
54:18.6,,TRUE,34563,9732275,HX382513,8/10/14 23:00,069XX S MORGAN ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,733,7,17,68,6,1170798,1858967,2014,8/17/14 12:37,41.76848141,-87.64949765
54:18.6,,TRUE,35053,9730303,HX379966,8/9/14 1:10,068XX S JEFFERY BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,331,3,5,43,18,1190768,1859848,2014,8/16/14 12:37,41.77043993,-87.57627034
54:18.6,,TRUE,35077,9724376,HX374577,8/4/14 16:00,051XX W ADAMS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1533,15,28,25,7,1141891,1898879,2014,8/11/14 12:39,41.87858786,-87.75447172
54:18.6,,TRUE,35222,9730250,HX379953,8/8/14 23:57,033XX W MAYPOLE AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1123,11,28,27,08B,1154189,1900746,2014,8/15/14 12:34,41.88347461,-87.70926581
54:18.6,,TRUE,35716,9729496,HX379047,8/8/14 12:05,047XX W GLADYS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1131,11,24,25,18,1144772,1897894,2014,8/15/14 12:34,41.87583109,-87.74391799
54:18.6,,TRUE,36098,9727786,HX377521,8/4/14 19:00,033XX N ASHLAND AVE,870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,FALSE,FALSE,1922,19,44,6,6,1165027,1922013,2014,8/11/14 12:39,41.94160949,-87.66886288
54:18.6,,TRUE,36591,9734712,HX381019,8/9/14 20:25,042XX W ROOSEVELT RD,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,SMALL RETAIL STORE,TRUE,FALSE,1011,10,24,29,22,1148538,1894334,2014,8/16/14 12:37,41.86599023,-87.73018232
54:18.6,,TRUE,37082,9720555,HX370398,8/1/14 10:30,047XX N WINCHESTER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1912,19,47,4,26,1162521,1931457,2014,8/8/14 12:34,41.96757723,-87.67780793
54:18.6,,TRUE,37330,9737625,HX387446,8/14/14 14:35,062XX S KIMBARK AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,314,3,20,42,15,1185670,1864025,2014,8/21/14 12:36,41.78202361,-87.59482582
54:18.6,,TRUE,37489,9722188,HX372419,8/3/14 14:00,081XX S ASHLAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,614,6,21,71,3,1167131,1850666,2014,8/10/14 12:34,41.74578155,-87.66317603
54:18.6,,TRUE,38188,9743587,HX393723,8/9/14 21:00,078XX S KENNETH AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,834,8,13,70,08B,1148141,1851931,2014,8/20/14 12:42,41.74963772,-87.73272758
54:18.6,,TRUE,38871,9721348,HX371379,8/2/14 11:15,042XX N CLARK ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1912,19,47,6,5,1165925,1928619,2014,8/9/14 12:36,41.9597175,-87.66537315
54:18.6,,TRUE,39878,9723594,HX373720,8/4/14 8:00,011XX E 52ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,233,2,4,41,14,1184411,1870932,2014,8/11/14 12:39,41.80100656,-87.59922535
54:18.6,,TRUE,39890,9731775,HX381817,8/10/14 12:49,075XX S WABASH AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,623,6,6,69,08B,1177987,1854869,2014,8/17/14 12:37,41.75707618,-87.62327058
54:18.6,,TRUE,40000,9733541,HX383636,8/11/14 18:45,036XX W FULLERTON AVE,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,2525,25,35,22,6,1151888,1915676,2014,8/18/14 12:38,41.92448956,-87.71732161
54:18.6,,TRUE,40237,9726692,HX376343,8/6/14 12:15,080XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,612,6,21,71,14,1171002,1851546,2014,8/13/14 12:36,41.74811278,-87.64896629
54:18.6,,TRUE,40444,9725554,HX375537,8/5/14 17:00,019XX S SAWYER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,1022,10,24,29,26,1155044,1890257,2014,8/12/14 12:35,41.85467458,-87.70640746
54:18.6,,TRUE,40882,9726928,HX375185,8/5/14 7:45,004XX W 62ND ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,711,7,20,68,5,1174458,1863795,2014,8/12/14 12:35,41.78164935,-87.63593849
54:18.6,,TRUE,41030,9728437,HX376945,8/6/14 16:57,008XX S KEELER AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1132,11,24,26,5,1148477,1895964,2014,8/13/14 12:36,41.87046432,-87.73036422
54:18.6,,TRUE,41292,9731021,HX380895,8/9/14 18:00,011XX N MAYFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1511,15,29,25,08B,1136861,1906922,2014,8/16/14 12:37,41.90075051,-87.7727482
54:18.6,,TRUE,41406,9741390,HX391937,8/17/14 22:20,057XX N LINCOLN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,2011,20,40,2,26,1156645,1938011,2014,8/24/14 12:37,41.98568308,-87.69923505
54:18.6,,TRUE,42709,9737687,HX386013,8/13/14 14:30,006XX E GRAND AVE,820,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,FALSE,1834,18,42,8,6,1180773,1904096,2014,8/20/14 12:42,41.89209519,-87.6115448
54:18.6,,TRUE,43074,9731765,HX381836,8/10/14 12:55,064XX S MAPLEWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,825,8,15,66,08A,1160446,1861680,2014,8/17/14 12:37,41.77614586,-87.68736826
54:18.6,,TRUE,43136,9731471,HX381474,8/9/14 2:30,009XX N LAWNDALE AVE,4220,KIDNAPPING,AGGRAVATED,RESIDENCE,FALSE,FALSE,1112,11,27,23,26,1151581,1906130,2014,8/16/14 12:37,41.8983005,-87.71870102
54:18.6,,TRUE,43153,9737290,HX387160,8/1/14 13:30,010XX W 14TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1232,12,25,28,26,1169442,1893604,2014,8/15/14 12:34,41.86355839,-87.65346354
54:18.6,,TRUE,43561,9721609,HX371642,8/2/14 23:10,045XX W MONROE ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,TRUE,FALSE,1113,11,28,26,16,1145861,1899312,2014,8/9/14 12:36,41.87970166,-87.73988353
54:18.6,,TRUE,43699,9738262,HX388229,8/9/14 9:00,021XX W LEXINGTON ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,FALSE,FALSE,1225,12,25,28,11,1162339,1896707,2014,8/16/14 12:37,41.87222471,-87.67945137
54:18.6,,TRUE,2836249,9731835,HX381986,8/9/14 12:30,002XX E HURON ST,560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1834,18,42,8,08A,1178236,1905098,2014,8/16/14 12:37,41.89490291,-87.62083142
54:18.6,,TRUE,2836994,9731502,HX381493,8/10/14 4:30,027XX S KEELER AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1031,10,22,30,08B,1148791,1885393,2014,8/17/14 12:37,41.84145012,-87.72948435
54:18.6,,TRUE,2837366,9728283,HX377762,8/7/14 13:10,0000X S STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,112,1,42,32,6,1176351,1900205,2014,8/14/14 12:38,41.881519,-87.62790216
54:18.6,,TRUE,2837504,9728355,HX377977,8/6/14 13:30,001XX W JACKSON BLVD,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,122,1,2,32,6,1175229,1898923,2014,8/13/14 12:36,41.87802635,-87.63206052
54:18.6,,TRUE,2837925,9729646,HX379126,8/7/14 20:30,088XX S COLFAX AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,423,4,7,46,6,1195064,1846907,2014,8/14/14 12:38,41.73482398,-87.56094909
54:18.6,,TRUE,2838493,9725433,HX375303,8/2/14 21:30,057XX W 64TH ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,812,8,13,64,08B,1139284,1861582,2014,8/9/14 12:36,41.77628694,-87.76495027
54:18.6,,TRUE,2838697,9737831,HX387666,8/14/14 16:42,078XX S YATES BLVD,4625,OTHER OFFENSE,PAROLE VIOLATION,VEHICLE NON-COMMERCIAL,TRUE,FALSE,421,4,7,43,26,1193606,1853139,2014,8/21/14 12:36,41.7519609,-87.56608691
54:18.6,,TRUE,2839524,9725678,HX375585,8/5/14 19:50,007XX W 31ST ST,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,TRUE,FALSE,915,9,11,60,26,1171609,1884286,2014,8/12/14 12:35,41.83794167,-87.64578256
54:18.6,,TRUE,2839834,9729126,HX378778,8/7/14 16:00,014XX N MENARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2531,25,29,25,14,1137372,1909155,2014,8/14/14 12:38,41.90686895,-87.77081745
54:18.6,,TRUE,2839899,9736609,HX386756,8/14/14 3:00,074XX S SOUTH SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,334,3,7,43,08B,1195844,1856455,2014,8/21/14 12:36,41.76100519,-87.55777628
54:18.6,,TRUE,2840056,9722465,HX372763,8/3/14 18:00,087XX S COTTAGE GROVE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SMALL RETAIL STORE,FALSE,FALSE,632,6,8,44,10,1183130,1847231,2014,8/10/14 12:34,41.73599865,-87.60465954
54:18.6,,TRUE,2840414,9739773,HX389614,8/16/14 6:22,013XX N ARTESIAN AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1423,14,26,24,6,1159871,1908822,2014,8/23/14 12:37,41.90552056,-87.68817804
54:18.6,,TRUE,2841424,9734861,HX385066,8/9/14 20:00,022XX W MARQUETTE RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,832,8,15,66,26,1162500,1860224,2014,8/16/14 12:37,41.77210781,-87.67987897
54:18.6,,TRUE,2841800,9738266,HX388222,8/14/14 11:00,005XX E 87TH PL,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,632,6,6,44,5,1181650,1847054,2014,8/21/14 12:36,41.7355472,-87.61008713
54:18.6,,TRUE,2842785,9737937,HX387731,8/14/14 17:49,027XX W 55TH ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,923,9,14,63,6,1158697,1868102,2014,8/21/14 12:36,41.7938046,-87.69360485
54:18.6,,TRUE,2844962,9728342,HX377932,8/7/14 11:30,036XX W POLK ST,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,1133,11,24,27,08A,1151964,1896159,2014,8/14/14 12:38,41.8709315,-87.71755707
54:18.6,,TRUE,2845623,9729338,HX378955,8/7/14 21:30,020XX W 68TH PL,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,726,7,17,67,08A,1163758,1859182,2014,8/14/14 12:38,41.7692221,-87.67529673
54:18.6,,TRUE,2845989,9740728,HX389939,8/14/14 7:59,043XX N HAZEL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1915,19,46,3,11,1169513,1929212,2014,8/21/14 12:36,41.96126721,-87.65216479
54:18.6,,TRUE,2846279,9719056,HX368910,8/1/14 1:15,038XX W ARTHINGTON ST,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,1133,11,24,26,3,1150816,1895798,2014,8/8/14 12:34,41.86996339,-87.72178126
54:18.6,,TRUE,2846403,9727712,HX377430,8/1/14 0:01,008XX E 87TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,MEDICAL/DENTAL OFFICE,FALSE,FALSE,632,6,8,44,11,1183320,1847514,2014,8/8/14 12:34,41.73677082,-87.60395467
